,qualscore,qualperfshare,n_ab,n_ben_age_0_64,n_ben_age_65_74,n_ben_age_75_84,n_ben_age_85plus,n_ben_female,n_ben_male,n_ben_race_white,n_ben_race_black,n_ben_race_asian,n_ben_race_hisp,n_ben_race_native,n_ben_race_other,readm_rate_1000,prov_rate_1000,p_em_total,p_em_pcp_vis,p_em_sp_vis,p_nurse_vis,p_fqhc_rhc_vis,n_cah,n_fqhc,n_rhc,n_eta,n_fac_other,n_pcp,n_spec,n_np,n_pa,n_cns,py,per_capita_exp_total_py,aim,met_qps,aco1,aco2,aco3,aco4,aco5,aco6,aco7,aco34,aco8,aco35,aco36,aco37,aco38,aco11,aco13,aco14,aco15,aco16,aco17,aco18,aco19,aco20,aco42,aco40,dm_comp,aco27,aco41,aco28,aco30,aco44,aco43,aco12
540,0.951116071,0.5,7934,1054,3452,2186,1242,4685,3249,7211,539,29,16,8,131,143.6748712,776.1877504,8261.85,3483.71,3770.93,995.3821138,11.83739837,0,0,0,0,0,35,66,12,0,0,2014,8222,0,1,80.28,93.04,92.19,83.64,61,75.54,72.37,27.04,14.87,18.26,52.75,76.785,60.615,98.46,72.62,71.58,73.91,73.78,94.33,0,0,0,0,0,0,0,0,0,0,67.505,1.89,87.5
541,0.951116071,0.5,9664,2582,4084,2138,860,5303,4361,6384,1591,75,1331,8,275,237.6015691,725.413281,12047.12,3509.47,7918.68,591.6644852,27.2975925,0,0,0,0,0,10,5,4,0,0,2014,16038,0,1,80.28,93.04,92.19,83.64,61,75.54,72.37,27.04,14.87,18.26,52.75,76.785,60.615,98.46,72.62,71.58,73.91,73.78,94.33,0,0,0,0,0,0,0,0,0,0,67.505,1.89,87.5
542,0.951116071,0.5,6545,1535,3070,1446,494,3723,2822,5927,256,58,152,17,135,130.5555556,738.8888889,7855.91,2355.83,3405.9,728.6140323,1365.56,0,24,0,0,0,66,39,28,6,0,2014,7106,0,1,80.28,93.04,92.19,83.64,61,75.54,72.37,27.04,14.87,18.26,52.75,76.785,60.615,98.46,72.62,71.58,73.91,73.78,94.33,0,0,0,0,0,0,0,0,0,0,67.505,1.89,87.5
543,0.951116071,0.5,6767,993,3350,1812,612,3844,2923,6385,27,88,63,11,193,112.1416526,731.0286678,7870.31,3670.24,3362.78,832.4295628,4.853816693,0,0,0,0,0,73,53,7,2,0,2014,7477,0,1,80.28,93.04,92.19,83.64,61,75.54,72.37,27.04,14.87,18.26,52.75,76.785,60.615,98.46,72.62,71.58,73.91,73.78,94.33,0,0,0,0,0,0,0,0,0,0,67.505,1.89,87.5
544,0.951116071,0.5,57993,10978,25688,14829,6498,33291,24702,43163,5636,2868,2951,91,3284,172.8787879,757.5757576,9964.4,4059.79,5280.72,614.0836908,9.810153716,0,0,0,0,5,1118,465,172,11,0,2014,9747,0,1,80.28,93.04,92.19,83.64,61,75.54,72.37,27.04,14.87,18.26,52.75,76.785,60.615,98.46,72.62,71.58,73.91,73.78,94.33,0,0,0,0,0,0,0,0,0,0,67.505,1.89,87.5
545,0.951116071,0.5,44256,9864,20098,10354,3940,25567,18689,31656,11012,409,227,58,894,176.9625547,763.3529747,9291.71,3465.77,4348.84,1331.66,145.4374562,0,8,0,0,9,485,2046,278,4,3,2014,9062,0,1,80.28,93.04,92.19,83.64,61,75.54,72.37,27.04,14.87,18.26,52.75,76.785,60.615,98.46,72.62,71.58,73.91,73.78,94.33,0,0,0,0,0,0,0,0,0,0,67.505,1.89,87.5
546,0.951116071,0.5,6376,1372,2318,1703,983,3836,2540,4502,1784,12,22,5,51,209.0984975,703.672788,10878.66,3859.89,5202.9,1792.03,23.83751571,0,0,0,0,0,20,22,17,0,0,2014,14993,0,1,80.28,93.04,92.19,83.64,61,75.54,72.37,27.04,14.87,18.26,52.75,76.785,60.615,98.46,72.62,71.58,73.91,73.78,94.33,0,0,0,0,0,0,0,0,0,0,67.505,1.89,87.5
547,0.951116071,0.5,8456,1351,3648,2362,1095,4934,3522,7045,742,194,144,3,328,183.3582461,813.1539611,10464.87,3669.89,6339.13,450.273003,5.581395349,0,0,0,0,3,153,200,43,1,0,2014,10135,0,1,80.28,93.04,92.19,83.64,61,75.54,72.37,27.04,14.87,18.26,52.75,76.785,60.615,98.46,72.62,71.58,73.91,73.78,94.33,0,0,0,0,0,0,0,0,0,0,67.505,1.89,87.5
548,0.951116071,0.5,6184,1073,2093,1760,1258,3636,2548,4005,2035,29,5,4,106,246.9431154,822.169059,13169.06,4770.66,5094.41,3292.85,11.12906625,0,0,0,0,0,31,4,22,0,1,2014,18678,0,1,80.28,93.04,92.19,83.64,61,75.54,72.37,27.04,14.87,18.26,52.75,76.785,60.615,98.46,72.62,71.58,73.91,73.78,94.33,0,0,0,0,0,0,0,0,0,0,67.505,1.89,87.5
549,0.951116071,0.5,5570,2711,1859,767,233,3129,2441,2261,3259,17,7,9,17,159.4761171,695.6856703,8294.77,352.2432332,2538.75,727.8457545,4675.94,0,106,0,0,0,63,60,121,0,0,2014,7803,0,1,80.28,93.04,92.19,83.64,61,75.54,72.37,27.04,14.87,18.26,52.75,76.785,60.615,98.46,72.62,71.58,73.91,73.78,94.33,0,0,0,0,0,0,0,0,0,0,67.505,1.89,87.5
550,0.951116071,0.5,6353,4206,1169,652,326,2982,3371,3888,1669,135,336,17,308,161.3672496,852.1462639,12253.96,3702.11,6780.23,1758.95,12.66583831,0,0,0,0,3,73,531,47,0,2,2014,7969,0,1,80.28,93.04,92.19,83.64,61,75.54,72.37,27.04,14.87,18.26,52.75,76.785,60.615,98.46,72.62,71.58,73.91,73.78,94.33,0,0,0,0,0,0,0,0,0,0,67.505,1.89,87.5
551,0.951116071,0.5,5823,669,2166,1762,1226,3474,2349,3622,1230,470,155,8,338,217.6954733,832.0987654,14893.04,6415.38,6614.69,1858.51,4.456857618,0,0,0,0,0,23,1,12,0,0,2014,17788,0,1,80.28,93.04,92.19,83.64,61,75.54,72.37,27.04,14.87,18.26,52.75,76.785,60.615,98.46,72.62,71.58,73.91,73.78,94.33,0,0,0,0,0,0,0,0,0,0,67.505,1.89,87.5
552,0.951116071,0.5,18190,2135,8626,5105,2324,10846,7344,16083,1164,274,244,36,389,158.0873384,763.1129544,9961.33,4261.66,5087.99,571.5117562,40.17825697,0,0,0,0,0,46,2,3,0,0,2014,10391,0,1,80.28,93.04,92.19,83.64,61,75.54,72.37,27.04,14.87,18.26,52.75,76.785,60.615,98.46,72.62,71.58,73.91,73.78,94.33,0,0,0,0,0,0,0,0,0,0,67.505,1.89,87.5
553,98.08,50,60845,4894,24128,20319,11504,35022,25823,54832,2546,275,1912,26,1254,177,815,14775,5182,8810,741,42,0,0,0,0,0,219,278,63,0,0,2015,12328,0,1,80.28,93.04,92.19,83.64,61,75.54,72.37,27.04,14.87,18.26,52.75,76.785,60.615,98.46,72.62,71.58,73.91,73.78,94.33,0,0,0,0,0,0,0,0,0,0,67.505,1.89,87.5
554,86.2,50,9420,958,3437,3455,1570,5644,3776,595,184,7114,89,2,1436,184,808,14455,8180,6092,155,28,0,0,0,0,0,91,175,21,0,0,2015,9097,0,1,80.28,93.04,92.19,83.64,61,75.54,72.37,27.04,14.87,18.26,52.75,76.785,60.615,98.46,72.62,71.58,73.91,73.78,94.33,0,0,0,0,0,0,0,0,0,0,67.505,1.89,87.5
555,95.7,50,23156,2541,10111,6767,3737,13843,9313,19463,1276,402,1087,16,912,176,840,12195,4713,6891,589,3,0,0,0,0,6,132,426,94,5,1,2015,12026,0,1,80.28,93.04,92.19,83.64,61,75.54,72.37,27.04,14.87,18.26,52.75,76.785,60.615,98.46,72.62,71.58,73.91,73.78,94.33,0,0,0,0,0,0,0,0,0,0,67.505,1.89,87.5
556,99.22,50,6965,809,3383,2077,696,3941,3024,6004,479,59,201,19,203,147,848,12266,5836,5738,580,112,0,0,0,0,0,22,0,2,0,0,2015,9055,0,1,80.28,93.04,92.19,83.64,61,75.54,72.37,27.04,14.87,18.26,52.75,76.785,60.615,98.46,72.62,71.58,73.91,73.78,94.33,0,0,0,0,0,0,0,0,0,0,67.505,1.89,87.5
557,89.84,50,38700,6902,17120,9830,4848,22144,16556,37371,228,141,118,17,825,172,814,9198,3202,3964,2025,7,0,0,0,0,6,303,292,157,0,0,2015,10105,0,1,80.28,93.04,92.19,83.64,61,75.54,72.37,27.04,14.87,18.26,52.75,76.785,60.615,98.46,72.62,71.58,73.91,73.78,94.33,0,0,0,0,0,0,0,0,0,0,67.505,1.89,87.5
558,94.09,50,6956,1127,3409,1729,691,3793,3163,6044,167,48,393,114,190,166,773,9036,2557,4203,931,1345,0,39,0,0,0,153,87,112,0,0,2015,7920,0,1,80.28,93.04,92.19,83.64,61,75.54,72.37,27.04,14.87,18.26,52.75,76.785,60.615,98.46,72.62,71.58,73.91,73.78,94.33,0,0,0,0,0,0,0,0,0,0,67.505,1.89,87.5
559,96.08,50,86189,10280,39482,24131,12296,49489,36700,77148,3501,1604,959,29,2948,163,832,10764,4169,5980,594,21,0,6,0,0,8,466,887,166,9,4,2015,10578,0,1,80.28,93.04,92.19,83.64,61,75.54,72.37,27.04,14.87,18.26,52.75,76.785,60.615,98.46,72.62,71.58,73.91,73.78,94.33,0,0,0,0,0,0,0,0,0,0,67.505,1.89,87.5
560,87.99,50,6544,883,2765,1913,983,3801,2743,5606,485,61,208,4,180,165,828,12379,4977,5701,1587,114,0,0,0,0,0,26,10,9,0,0,2015,10299,0,1,80.28,93.04,92.19,83.64,61,75.54,72.37,27.04,14.87,18.26,52.75,76.785,60.615,98.46,72.62,71.58,73.91,73.78,94.33,0,0,0,0,0,0,0,0,0,0,67.505,1.89,87.5
561,83.41,50,8835,1553,3579,2386,1317,5038,3797,6261,823,587,563,16,585,184,771,11300,4501,6601,191,6,0,0,0,0,0,125,98,7,0,0,2015,13865,0,1,80.28,93.04,92.19,83.64,61,75.54,72.37,27.04,14.87,18.26,52.75,76.785,60.615,98.46,72.62,71.58,73.91,73.78,94.33,0,0,0,0,0,0,0,0,0,0,67.505,1.89,87.5
562,94.19,50,149633,20116,67730,42053,19734,86917,62716,122039,18048,2468,2547,70,4461,182,818,9759,4437,4420,880,22,1,10,0,0,19,1093,1206,302,3,21,2015,11229,0,1,80.28,93.04,92.19,83.64,61,75.54,72.37,27.04,14.87,18.26,52.75,76.785,60.615,98.46,72.62,71.58,73.91,73.78,94.33,0,0,0,0,0,0,0,0,0,0,67.505,1.89,87.5
563,87.75,50,25569,6543,9651,6001,3374,14028,11541,22794,1845,140,111,46,633,150,819,9115,3407,3885,1821,2,0,0,0,0,10,310,857,245,6,0,2015,8804,0,1,80.28,93.04,92.19,83.64,61,75.54,72.37,27.04,14.87,18.26,52.75,76.785,60.615,98.46,72.62,71.58,73.91,73.78,94.33,0,0,0,0,0,0,0,0,0,0,67.505,1.89,87.5
564,99.3,60,9959,1510,4174,3072,1203,5752,4207,8173,110,30,1467,6,173,160,808,12124,6537,4740,793,53,0,0,0,0,0,33,4,9,0,0,2015,10548,0,1,80.28,93.04,92.19,83.64,61,75.54,72.37,27.04,14.87,18.26,52.75,76.785,60.615,98.46,72.62,71.58,73.91,73.78,94.33,0,0,0,0,0,0,0,0,0,0,67.505,1.89,87.5
565,93.91,50,18307,2533,7044,5554,3176,10626,7681,16981,582,188,172,6,378,195,807,12110,5488,5786,790,45,0,0,0,0,0,102,6,20,0,0,2015,12217,0,1,80.28,93.04,92.19,83.64,61,75.54,72.37,27.04,14.87,18.26,52.75,76.785,60.615,98.46,72.62,71.58,73.91,73.78,94.33,0,0,0,0,0,0,0,0,0,0,67.505,1.89,87.5
566,87.4,50,14770,3252,6404,3452,1662,8328,6442,12876,988,115,305,14,472,198,843,11751,3380,7283,1065,24,0,0,0,0,0,83,181,22,0,0,2015,12172,0,1,80.28,93.04,92.19,83.64,61,75.54,72.37,27.04,14.87,18.26,52.75,76.785,60.615,98.46,72.62,71.58,73.91,73.78,94.33,0,0,0,0,0,0,0,0,0,0,67.505,1.89,87.5
567,87.18,50,4566,601,1867,1425,673,2738,1828,4334,194,3,0,4,31,159,833,9394,3518,3337,2509,30,0,0,0,0,0,11,7,12,0,0,2015,8408,0,1,80.28,93.04,92.19,83.64,61,75.54,72.37,27.04,14.87,18.26,52.75,76.785,60.615,98.46,72.62,71.58,73.91,73.78,94.33,0,0,0,0,0,0,0,0,0,0,67.505,1.89,87.5
568,87.19,50,6787,1169,2646,1840,1132,3901,2886,6408,201,21,27,9,121,171,832,9795,5454,3639,692,9,0,0,0,0,0,26,20,5,0,0,2015,10371,0,1,80.28,93.04,92.19,83.64,61,75.54,72.37,27.04,14.87,18.26,52.75,76.785,60.615,98.46,72.62,71.58,73.91,73.78,94.33,0,0,0,0,0,0,0,0,0,0,67.505,1.89,87.5
569,97.7,50,11573,1323,5676,3295,1279,6514,5059,9853,1520,25,14,5,156,137,803,11122,4314,4812,1990,5,0,0,0,0,0,26,25,12,0,0,2015,9042,0,1,80.28,93.04,92.19,83.64,61,75.54,72.37,27.04,14.87,18.26,52.75,76.785,60.615,98.46,72.62,71.58,73.91,73.78,94.33,0,0,0,0,0,0,0,0,0,0,67.505,1.89,87.5
570,93.68,50,11591,1903,4885,3200,1603,6496,5095,9776,1528,38,25,4,220,165,818,10757,4983,3915,1845,14,0,0,0,0,0,48,1,22,0,0,2015,10650,0,1,80.28,93.04,92.19,83.64,61,75.54,72.37,27.04,14.87,18.26,52.75,76.785,60.615,98.46,72.62,71.58,73.91,73.78,94.33,0,0,0,0,0,0,0,0,0,0,67.505,1.89,87.5
571,74.11,50,7767,1701,2778,2057,1231,4358,3409,4951,665,385,1323,18,425,201,748,11427,4805,6082,526,13,0,1,0,0,0,113,138,21,2,1,2015,17266,0,1,80.28,93.04,92.19,83.64,61,75.54,72.37,27.04,14.87,18.26,52.75,76.785,60.615,98.46,72.62,71.58,73.91,73.78,94.33,0,0,0,0,0,0,0,0,0,0,67.505,1.89,87.5
572,98.06,50,13548,2023,7304,3322,899,7488,6060,11577,1627,34,23,16,271,140,786,9425,3156,4136,2121,12,0,0,0,0,0,52,83,28,1,0,2015,7935,0,1,80.28,93.04,92.19,83.64,61,75.54,72.37,27.04,14.87,18.26,52.75,76.785,60.615,98.46,72.62,71.58,73.91,73.78,94.33,0,0,0,0,0,0,0,0,0,0,67.505,1.89,87.5
573,87.36,50,24436,3106,10704,6932,3694,14682,9754,18562,3020,551,1385,19,899,166,834,11915,5292,6105,511,6,0,0,0,0,11,130,44,14,2,0,2015,11275,0,1,80.28,93.04,92.19,83.64,61,75.54,72.37,27.04,14.87,18.26,52.75,76.785,60.615,98.46,72.62,71.58,73.91,73.78,94.33,0,0,0,0,0,0,0,0,0,0,67.505,1.89,87.5
574,86.92,50,32937,5304,14933,8917,3783,19154,13783,29166,3051,106,63,16,535,171,757,9296,3448,4256,1492,100,1,3,3,0,9,277,265,152,2,1,2015,9466,0,1,80.28,93.04,92.19,83.64,61,75.54,72.37,27.04,14.87,18.26,52.75,76.785,60.615,98.46,72.62,71.58,73.91,73.78,94.33,0,0,0,0,0,0,0,0,0,0,67.505,1.89,87.5
575,95.03,50,27205,5870,11135,6566,3634,15309,11896,24649,1880,111,32,11,522,178,783,9266,4253,3915,1092,6,0,0,0,0,11,287,362,100,0,11,2015,9567,0,1,80.28,93.04,92.19,83.64,61,75.54,72.37,27.04,14.87,18.26,52.75,76.785,60.615,98.46,72.62,71.58,73.91,73.78,94.33,0,0,0,0,0,0,0,0,0,0,67.505,1.89,87.5
576,91.06,50,31447,7933,10962,7957,4595,17133,14314,30054,198,58,37,683,417,159,780,8037,3328,2525,1940,244,17,0,15,0,39,408,1249,408,1,14,2015,10226,0,1,80.28,93.04,92.19,83.64,61,75.54,72.37,27.04,14.87,18.26,52.75,76.785,60.615,98.46,72.62,71.58,73.91,73.78,94.33,0,0,0,0,0,0,0,0,0,0,67.505,1.89,87.5
577,93.5,50,8346,2106,3013,2002,1225,4792,3554,6552,1254,78,285,6,171,208,761,12140,3827,4556,2067,1690,0,31,0,0,0,79,366,79,0,0,2015,14392,0,1,80.28,93.04,92.19,83.64,61,75.54,72.37,27.04,14.87,18.26,52.75,76.785,60.615,98.46,72.62,71.58,73.91,73.78,94.33,0,0,0,0,0,0,0,0,0,0,67.505,1.89,87.5
578,91.41,50,20014,2748,9617,5490,2159,11420,8594,15985,2214,440,808,22,545,159,728,9535,3847,5138,543,8,0,0,0,0,0,107,57,10,0,0,2015,10643,0,1,80.28,93.04,92.19,83.64,61,75.54,72.37,27.04,14.87,18.26,52.75,76.785,60.615,98.46,72.62,71.58,73.91,73.78,94.33,0,0,0,0,0,0,0,0,0,0,67.505,1.89,87.5
579,99.11,50,7033,1341,3250,1824,618,3974,3059,6083,698,40,93,3,116,199,804,11361,4321,6403,585,53,0,0,0,0,0,27,55,17,0,0,2015,10588,0,1,80.28,93.04,92.19,83.64,61,75.54,72.37,27.04,14.87,18.26,52.75,76.785,60.615,98.46,72.62,71.58,73.91,73.78,94.33,0,0,0,0,0,0,0,0,0,0,67.505,1.89,87.5
580,88.89,50,9847,1995,4077,2620,1155,5564,4283,8154,1341,120,19,19,194,190,747,11308,3403,4491,2258,1156,0,5,1,0,1,34,37,21,0,0,2015,12091,0,1,80.28,93.04,92.19,83.64,61,75.54,72.37,27.04,14.87,18.26,52.75,76.785,60.615,98.46,72.62,71.58,73.91,73.78,94.33,0,0,0,0,0,0,0,0,0,0,67.505,1.89,87.5
581,96.01,50,8527,1690,3470,2266,1101,4776,3751,8275,26,26,3,52,145,185,787,9006,5002,3132,858,14,0,0,0,0,2,47,54,24,1,0,2015,8650,0,1,80.28,93.04,92.19,83.64,61,75.54,72.37,27.04,14.87,18.26,52.75,76.785,60.615,98.46,72.62,71.58,73.91,73.78,94.33,0,0,0,0,0,0,0,0,0,0,67.505,1.89,87.5
582,99.3,50,13594,3855,4638,3538,1563,7648,5946,13276,56,35,20,14,193,163,809,8667,3402,3151,1277,837,2,3,3,0,13,146,670,89,3,0,2015,9219,0,1,80.28,93.04,92.19,83.64,61,75.54,72.37,27.04,14.87,18.26,52.75,76.785,60.615,98.46,72.62,71.58,73.91,73.78,94.33,0,0,0,0,0,0,0,0,0,0,67.505,1.89,87.5
583,93.63,50,12211,4050,3858,2596,1707,6887,5324,7803,2988,411,644,43,322,226,758,9920,4312,3497,1496,614,0,9,0,0,1,132,251,74,0,1,2015,14762,0,1,80.28,93.04,92.19,83.64,61,75.54,72.37,27.04,14.87,18.26,52.75,76.785,60.615,98.46,72.62,71.58,73.91,73.78,94.33,0,0,0,0,0,0,0,0,0,0,67.505,1.89,87.5
584,92.42,50,9459,1579,4545,2332,1003,5080,4379,6725,2444,89,26,7,168,143,761,10860,5220,4897,725,18,0,0,0,0,0,35,49,11,0,0,2015,10167,0,1,80.28,93.04,92.19,83.64,61,75.54,72.37,27.04,14.87,18.26,52.75,76.785,60.615,98.46,72.62,71.58,73.91,73.78,94.33,0,0,0,0,0,0,0,0,0,0,67.505,1.89,87.5
585,39.03,50,5137,1071,2251,1374,441,3011,2126,4182,743,119,13,7,73,186,724,10037,4132,4472,1370,62,0,0,0,0,0,14,19,11,2,0,2015,9652,0,1,80.28,93.04,92.19,83.64,61,75.54,72.37,27.04,14.87,18.26,52.75,76.785,60.615,98.46,72.62,71.58,73.91,73.78,94.33,0,0,0,0,0,0,0,0,0,0,67.505,1.89,87.5
586,90.64,50,6926,1371,2878,1778,899,3807,3119,6773,13,10,6,6,118,130,826,8048,282,2621,585,4559,0,12,0,0,0,34,12,19,0,0,2015,9197,0,1,80.28,93.04,92.19,83.64,61,75.54,72.37,27.04,14.87,18.26,52.75,76.785,60.615,98.46,72.62,71.58,73.91,73.78,94.33,0,0,0,0,0,0,0,0,0,0,67.505,1.89,87.5
587,93.13,50,12610,2849,4870,3114,1777,7475,5135,10984,1123,134,79,13,277,210,792,9883,4942,4267,665,9,0,0,0,0,8,160,376,63,2,0,2015,11092,0,1,80.28,93.04,92.19,83.64,61,75.54,72.37,27.04,14.87,18.26,52.75,76.785,60.615,98.46,72.62,71.58,73.91,73.78,94.33,0,0,0,0,0,0,0,0,0,0,67.505,1.89,87.5
588,92.24,50,6001,998,2855,1572,576,3449,2552,4668,1051,83,22,6,171,184,796,11206,4567,5957,676,6,0,0,0,0,0,32,9,17,0,0,2015,10210,0,1,80.28,93.04,92.19,83.64,61,75.54,72.37,27.04,14.87,18.26,52.75,76.785,60.615,98.46,72.62,71.58,73.91,73.78,94.33,0,0,0,0,0,0,0,0,0,0,67.505,1.89,87.5
589,88.43,50,4874,842,2166,1297,569,2890,1984,3279,1492,32,13,3,55,192,746,10353,4931,4794,577,52,0,0,1,0,1,25,26,6,0,0,2015,10022,0,1,80.28,93.04,92.19,83.64,61,75.54,72.37,27.04,14.87,18.26,52.75,76.785,60.615,98.46,72.62,71.58,73.91,73.78,94.33,0,0,0,0,0,0,0,0,0,0,67.505,1.89,87.5
590,88.04,50,40014,6420,19180,10374,4040,23044,16970,33424,5251,301,250,24,764,174,750,9737,3084,5571,1075,7,0,0,0,0,11,259,1061,265,16,8,2015,9606,0,1,80.28,93.04,92.19,83.64,61,75.54,72.37,27.04,14.87,18.26,52.75,76.785,60.615,98.46,72.62,71.58,73.91,73.78,94.33,0,0,0,0,0,0,0,0,0,0,67.505,1.89,87.5
591,89.48,50,5228,711,2344,1542,631,2879,2349,5123,30,4,1,0,70,151,814,8717,3984,3609,1063,60,0,0,0,0,0,18,1,7,0,0,2015,10079,0,1,80.28,93.04,92.19,83.64,61,75.54,72.37,27.04,14.87,18.26,52.75,76.785,60.615,98.46,72.62,71.58,73.91,73.78,94.33,0,0,0,0,0,0,0,0,0,0,67.505,1.89,87.5
592,81.34,50,11775,1535,5512,3326,1402,7130,4645,9890,1580,36,27,4,238,159,819,10390,4302,5146,934,8,0,0,0,0,0,33,5,6,0,0,2015,10881,0,1,80.28,93.04,92.19,83.64,61,75.54,72.37,27.04,14.87,18.26,52.75,76.785,60.615,98.46,72.62,71.58,73.91,73.78,94.33,0,0,0,0,0,0,0,0,0,0,67.505,1.89,87.5
593,90.93,50,15053,2132,7171,4228,1522,8701,6352,13768,646,103,216,11,309,156,817,11819,4046,6727,1011,35,0,0,0,0,1,78,105,52,0,0,2015,9800,0,1,80.28,93.04,92.19,83.64,61,75.54,72.37,27.04,14.87,18.26,52.75,76.785,60.615,98.46,72.62,71.58,73.91,73.78,94.33,0,0,0,0,0,0,0,0,0,0,67.505,1.89,87.5
594,86.37,50,24299,2758,11344,7167,3030,13975,10324,22535,582,129,139,8,906,150,843,10049,3125,6140,769,15,0,0,0,0,0,110,343,48,3,0,2015,8700,0,1,80.28,93.04,92.19,83.64,61,75.54,72.37,27.04,14.87,18.26,52.75,76.785,60.615,98.46,72.62,71.58,73.91,73.78,94.33,0,0,0,0,0,0,0,0,0,0,67.505,1.89,87.5
595,93.96,50,1529,139,714,474,202,862,667,1368,132,3,0,0,26,147,681,8361,2935,4566,853,7,0,0,0,0,0,15,16,2,0,0,2015,8527,0,1,80.28,93.04,92.19,83.64,61,75.54,72.37,27.04,14.87,18.26,52.75,76.785,60.615,98.46,72.62,71.58,73.91,73.78,94.33,0,0,0,0,0,0,0,0,0,0,67.505,1.89,87.5
596,89.42,50,13510,2149,6071,3804,1486,7279,6231,12175,799,131,86,11,308,177,796,12317,4996,6053,1252,15,0,0,0,0,0,57,64,13,1,0,2015,10545,0,1,80.28,93.04,92.19,83.64,61,75.54,72.37,27.04,14.87,18.26,52.75,76.785,60.615,98.46,72.62,71.58,73.91,73.78,94.33,0,0,0,0,0,0,0,0,0,0,67.505,1.89,87.5
597,91.89,50,9469,944,4531,2831,1163,5613,3856,9183,57,19,8,0,202,145,836,9844,3587,4935,1320,2,0,0,0,0,0,38,47,10,0,0,2015,9086,0,1,80.28,93.04,92.19,83.64,61,75.54,72.37,27.04,14.87,18.26,52.75,76.785,60.615,98.46,72.62,71.58,73.91,73.78,94.33,0,0,0,0,0,0,0,0,0,0,67.505,1.89,87.5
598,97.19,50,5597,752,2299,1795,751,3396,2201,5049,302,45,83,25,93,140,768,10569,5051,5264,231,22,0,0,0,0,1,21,19,3,0,0,2015,10939,0,1,80.28,93.04,92.19,83.64,61,75.54,72.37,27.04,14.87,18.26,52.75,76.785,60.615,98.46,72.62,71.58,73.91,73.78,94.33,0,0,0,0,0,0,0,0,0,0,67.505,1.89,87.5
599,95.16,50,28935,3783,12335,8190,4627,16685,12250,24941,1944,470,457,16,1107,181,846,12763,4897,7447,412,6,0,0,0,0,0,122,202,35,0,0,2015,12280,0,1,80.28,93.04,92.19,83.64,61,75.54,72.37,27.04,14.87,18.26,52.75,76.785,60.615,98.46,72.62,71.58,73.91,73.78,94.33,0,0,0,0,0,0,0,0,0,0,67.505,1.89,87.5
600,96.11,60,13951,2205,5954,3913,1879,7958,5993,13433,283,23,28,21,163,157,820,9227,3653,3803,1746,25,0,0,0,0,4,71,129,82,0,2,2015,10344,0,1,80.28,93.04,92.19,83.64,61,75.54,72.37,27.04,14.87,18.26,52.75,76.785,60.615,98.46,72.62,71.58,73.91,73.78,94.33,0,0,0,0,0,0,0,0,0,0,67.505,1.89,87.5
601,96.54,50,24911,2516,12256,6631,3508,14845,10066,21684,654,811,359,31,1372,146,801,10156,4015,5773,363,5,0,0,0,0,0,209,52,10,0,0,2015,11018,0,1,80.28,93.04,92.19,83.64,61,75.54,72.37,27.04,14.87,18.26,52.75,76.785,60.615,98.46,72.62,71.58,73.91,73.78,94.33,0,0,0,0,0,0,0,0,0,0,67.505,1.89,87.5
602,95.97,50,50055,6334,24922,13076,5723,29676,20379,39258,5573,2000,1348,49,1827,177,742,10270,3940,5281,1035,14,0,0,0,0,17,353,177,67,5,2,2015,11232,0,1,80.28,93.04,92.19,83.64,61,75.54,72.37,27.04,14.87,18.26,52.75,76.785,60.615,98.46,72.62,71.58,73.91,73.78,94.33,0,0,0,0,0,0,0,0,0,0,67.505,1.89,87.5
603,96.48,50,6872,2110,2219,1632,911,3728,3144,6459,163,9,102,10,129,157,837,9166,3724,3057,2380,6,0,0,0,0,14,62,93,44,3,0,2015,8933,0,1,80.28,93.04,92.19,83.64,61,75.54,72.37,27.04,14.87,18.26,52.75,76.785,60.615,98.46,72.62,71.58,73.91,73.78,94.33,0,0,0,0,0,0,0,0,0,0,67.505,1.89,87.5
604,99.81,50,35600,7037,15165,8932,4466,20606,14994,28281,6399,240,157,30,493,166,763,9528,3875,4581,1067,5,0,0,0,0,6,387,760,157,0,0,2015,9188,0,1,80.28,93.04,92.19,83.64,61,75.54,72.37,27.04,14.87,18.26,52.75,76.785,60.615,98.46,72.62,71.58,73.91,73.78,94.33,0,0,0,0,0,0,0,0,0,0,67.505,1.89,87.5
605,98.59,50,18847,2802,8928,5118,1999,10988,7859,16442,1623,221,201,3,357,144,804,10721,3844,6025,845,7,0,0,0,0,2,152,263,74,1,1,2015,10154,0,1,80.28,93.04,92.19,83.64,61,75.54,72.37,27.04,14.87,18.26,52.75,76.785,60.615,98.46,72.62,71.58,73.91,73.78,94.33,0,0,0,0,0,0,0,0,0,0,67.505,1.89,87.5
606,90.8,50,14229,2341,6817,3539,1532,8452,5777,9923,3543,148,324,28,263,154,716,9588,4098,4715,770,5,0,0,0,0,5,134,181,35,4,0,2015,10361,0,1,80.28,93.04,92.19,83.64,61,75.54,72.37,27.04,14.87,18.26,52.75,76.785,60.615,98.46,72.62,71.58,73.91,73.78,94.33,0,0,0,0,0,0,0,0,0,0,67.505,1.89,87.5
