n_ben_age_0_64,n_ben_age_75_84,n_ben_male,n_ben_race_white,n_ben_race_asian,n_ben_race_hisp,readm_rate_1000,prov_rate_1000,p_em_total,p_em_pcp_vis,p_em_sp_vis,p_nurse_vis,aco1,aco2,aco7,aco36,aco37,aco38,per_capita_exp_total_py,py
872,1555,2379,5246,29,123,161.9318182,819.6022727,11546.64897,4769.741208,6203.937182,550.8515815,0,0,0,0,0,0,9083,2014
1404,3492,4639,10647,78,222,131.4013497,731.2425566,9628.097684,3586.194467,5141.659908,879.2466432,0,0,0,0,0,0,8812,2014
953,1230,1853,2205,30,12,210.0494234,720.7578254,9938.40764,4116.177883,4721.930271,1094.874838,0,0,0,0,0,0,11021,2014
1155,2710,3469,6850,529,737,207.0041609,828.3633842,11399.80908,5595.996413,5532.239868,226.4456594,0,0,0,0,0,0,16462,2014
2855,6341,8458,19462,182,179,161.1962072,836.7979577,10510.35219,3553.872667,4806.184616,2140.925751,0,0,0,0,0,0,10932,2014
847,1707,2507,6025,21,17,142.5605536,816.6089965,8698.378113,3405.389947,4552.3947,737.8154236,0,0,0,0,0,0,9344,2014
468,1568,2424,4917,24,9,169.7357886,835.868695,13199.40358,5811.729622,6210.934394,1056.262425,0,0,0,0,0,0,9359,2014
1036,2323,2583,5111,3,1142,159.5890411,660.2739726,11322.18594,5314.127287,5985.435278,20.10966669,0,0,0,0,0,0,4692,2014
1022,1374,1953,3435,9,1132,204.034135,796.7416602,12949.8583,6503.161108,4391.541312,2009.374319,0,0,0,0,0,0,11564,2014
7830,11646,18989,38685,767,680,187.364534,821.4658425,10378.48405,4335.334528,4819.562704,1201.964376,0,0,0,0,0,0,11183,2014
589,1700,2559,5294,12,2,127.3712737,607.7235772,8672.4931,3274.885005,4353.081877,955.2897884,0,0,0,0,0,0,8915,2014
1498,2471,3610,4010,318,94,186.2381541,776.2669963,9956.271313,4708.599593,4911.482362,329.8850904,0,0,0,0,0,0,11789,2014
5957,7236,11716,25118,74,36,161.6450093,750.6782807,8752.397641,3497.673016,4063.949654,1168.315339,0,0,0,0,0,0,8398,2014
1493,3931,5996,12366,47,15,137.1889711,802.6227303,9897.006472,3802.689837,5154.716129,933.3959338,0,0,0,0,0,0,9877,2014
1978,2889,4241,8359,107,33,191.9909117,794.6606078,11344.84775,5202.629458,4914.779641,1209.139895,0,0,0,0,0,0,13957,2014
1142,2193,3320,7410,7,2,142.4910302,841.6196822,9175.760556,3552.36158,3948.275477,1670.161164,0,0,0,0,0,0,9073,2014
1283,2185,2882,5345,1,1047,164.3258427,661.5168539,10828.68408,5609.364219,5189.600789,24.83982257,0,0,0,0,0,0,4972,2014
3871,9981,14141,30956,257,212,157.9945478,861.4436411,10606.39373,4182.705992,4620.284624,1797.648757,0,0,0,0,0,0,10602,2014
2980,2127,3935,8468,54,84,185.136897,733.7027379,8327.738965,3443.882331,3051.152333,470.248133,0,0,0,0,0,0,10384,2014
2549,4833,7763,16132,109,108,127.1660145,764.1140302,8057.313265,3943.168697,2988.342554,1074.17188,0,0,0,0,0,0,8914,2014
1072,1787,2276,4162,28,1551,193.90744,760.9841828,12827.01366,7390.838436,4555.993877,824.7173811,0,0,0,0,0,0,12090,2014
1348,1745,2751,5877,78,529,165.9505908,757.7873255,10383.23699,4526.445087,4414.595376,1420.520231,0,0,0,0,0,0,11621,2014
3679,899,3623,5915,285,1018,140.4255319,804.2553192,8753.34138,384.4220271,2661.853455,172.3454439,0,0,0,0,0,0,8946,2014
1447,1312,2511,3830,274,531,173.7024222,765.3979239,9706.662642,5404.300913,3418.999472,859.4582359,0,0,0,0,0,0,9160,2014
1859,3348,4555,10023,252,269,210.3250478,855.9592097,14515.79754,6603.326272,6764.591878,1138.684815,0,0,0,0,0,0,16757,2014
2474,5991,8004,18421,126,116,145.3301988,846.3346869,9045.739573,4496.99011,3838.308012,705.5503798,0,0,0,0,0,0,9235,2014
1922,4287,5667,12129,80,443,157.936719,715.5011965,9786.560055,3323.450083,4902.806205,1506.819443,0,0,0,0,0,0,11303,2014
5297,8632,13243,27691,547,323,184.6092504,811.3038278,10673.00276,4209.215044,5754.306807,617.2685269,0,0,0,0,0,0,11814,2014
1651,3702,6726,14565,87,92,143.4078643,738.6276022,9530.906412,2933.541794,5734.133434,851.8933024,0,0,0,0,0,0,8267,2014
917,1824,2597,5360,60,92,205.952381,823.015873,12381.6025,5866.389178,5604.828304,859.7710718,0,0,0,0,0,0,13588,2014
2237,5477,8136,17788,53,39,170.4370745,799.2532396,8870.831372,4527.935578,3740.392218,590.1639344,0,0,0,0,0,0,8356,2014
2443,2760,3989,8592,100,26,153.287616,805.5667608,7946.414644,3799.788962,2798.256641,1339.450383,0,0,0,0,0,0,9945,2014
1756,1703,2861,3611,63,1831,242.156074,742.156074,11888.64034,5817.545026,5412.907597,595.758823,0,0,0,0,0,0,15572,2014
783,1188,2001,4361,23,16,173.1707317,796.7479675,8944.947476,4688.890955,3565.306312,677.8097983,0,0,0,0,0,0,9271,2014
1739,2147,3196,6072,90,21,181.5642458,770.1516361,10325.86909,5677.149203,3737.748823,889.1628495,0,0,0,0,0,0,10027,2014
1243,3874,5955,10800,312,290,170.8834509,757.3620904,9487.047818,3535.119685,5453.614052,493.7110615,0,0,0,0,0,0,7808,2014
2803,5546,8434,18308,16,16,126.5570503,753.3632287,7995.157673,3922.230394,3132.291472,501.2082977,0,0,0,0,0,0,8014,2014
1223,1935,2698,4180,153,195,199.8110534,814.8323099,12063.28163,4698.660687,6780.005175,577.0751962,0,0,0,0,0,0,13346,2014
2086,1697,3323,5416,37,22,199.5425958,754.1452258,10901.11689,5534.623466,4773.327436,541.8113458,0,0,0,0,0,0,9058,2014
3747,5909,9479,19464,496,309,182.5468845,759.2256503,10453.08903,4872.52555,4554.414879,1010.174017,0,0,0,0,0,0,12413,2014
2291,3210,5668,11918,252,239,166.3164215,763.7346142,9337.648639,3301.916336,4505.257641,1432.122384,0,0,0,0,0,0,9865,2014
946,2349,2956,5556,32,1415,227.7321541,778.9008212,13127.65696,4808.006873,7844.593464,447.3405264,0,0,0,0,0,0,17196,2014
969,2620,4248,9117,26,47,179.1105671,736.0261118,9454.011879,4070.818543,5106.104804,267.3883246,0,0,0,0,0,0,10098,2014
1184,3076,4769,9755,37,42,164.748438,816.5077277,12373.4292,4680.065394,5931.141061,1514.408648,0,0,0,0,0,0,11366,2014
958,1689,2638,4846,67,454,199.0602307,766.7663392,12774.87605,4734.045656,7411.989289,618.0237028,0,0,0,0,0,0,15337,2014
1013,1366,2454,4452,34,18,159.6820809,777.4566474,8714.673646,4020.480942,4404.84214,280.3206282,0,0,0,0,0,0,9101,2014
6109,9027,14063,30971,164,58,152.8308869,791.2914765,8611.06892,3939.590742,3191.707999,1191.728949,0,0,0,0,0,0,8812,2014
1688,2062,3150,7268,13,7,168.0981595,731.2883436,8501.138952,4089.160509,3937.152064,446.6914829,0,0,0,0,0,0,10277,2014
633,1418,1933,1235,2253,274,224.8875562,756.3718141,13133.93799,6895.438247,5934.076048,296.3701559,0,0,0,0,0,0,13932,2014
2546,2555,4479,10147,43,114,171.8457507,777.2369899,8004.881339,3373.037028,3758.983911,864.0932593,0,0,0,0,0,0,8843,2014
5310,8231,13165,23725,381,52,206.5389174,807.2896089,11045.44279,4622.061046,5212.271335,1198.075851,0,0,0,0,0,0,11828,2014
1582,554,1549,2234,47,459,151.8386714,803.084223,9816.431958,332.8851461,4446.960583,478.3808648,0,0,0,0,0,0,9044,2014
1043,1511,2174,3476,100,166,205.7048821,772.3532639,11399.68048,4889.578047,6011.089183,493.3746828,0,0,0,0,0,0,12880,2014
705,1815,2624,5461,98,100,172.9541497,836.3319791,13243.84316,6089.436163,6952.365522,200.2592353,0,0,0,0,0,0,12787,2014
1169,2981,4217,8339,280,345,149.5704902,758.4638706,10684.58967,4533.548597,5641.744685,500.3465855,0,0,0,0,0,0,9762,2014
2944,3814,5873,13408,49,232,148.4651712,756.1983471,9081.132629,2313.086855,3519.439554,588.9084507,0,0,0,0,0,0,10816,2014
1912,2355,3740,7273,13,4,163.507109,723.2227488,8295.258064,3462.791165,3360.197605,1376.339145,0,0,0,0,0,0,8820,2014
983,1574,2286,3558,267,186,224.2085661,861.452514,14613.99991,7542.414774,6419.810661,647.8571096,0,0,0,0,0,0,19433,2014
635,2553,3265,6647,299,325,148.8038278,801.9138756,11687.85334,4595.277685,6876.080811,210.2593948,0,0,0,0,0,0,11437,2014
1526,1880,3100,6341,20,6,162.6533394,766.9241254,10781.7196,5008.333238,5167.753694,586.650772,0,0,0,0,0,0,10461,2014
3092,4375,6860,15623,65,35,182.2546973,818.9979123,10437.81846,3897.71655,4981.883374,1313.832799,0,0,0,0,0,0,11981,2014
1172,3457,5012,10770,71,101,181.3358302,771.2234707,9886.669496,3845.113967,4740.421921,881.7592144,0,0,0,0,0,0,10164,2014
2039,4073,5993,12854,80,33,159.2867756,767.3105498,8957.289928,3986.366166,3901.919866,1050.987757,0,0,0,0,0,0,8275,2014
1147,1186,2241,4787,12,19,167.0047329,718.7288709,10477.72652,4018.317115,3039.698306,1632.984276,0,0,0,0,0,0,11118,2014
1426,1967,3187,5545,471,525,181.8992421,778.4217566,11678.44449,5435.082584,5860.199317,373.2664297,0,0,0,0,0,0,14636,2014
1461,3824,5485,11340,83,14,130.8379121,760.989011,9120.898736,4077.640818,4663.616789,374.0989234,0,0,0,0,0,0,7888,2014
1169,1482,2312,4069,8,1018,179.1044776,750.339213,10709.49416,6217.09907,4159.46361,269.1196142,0,0,0,0,0,0,11316,2014
1490,3438,5962,12184,45,13,135.7365376,769.9154428,9730.811046,3252.643855,5651.268062,822.5503568,0,0,0,0,0,0,8127,2014
6299,3585,7610,11749,210,1994,185.5099216,724.9653899,10464.91259,2831.339908,4500.571553,635.8044547,0,0,0,0,0,0,9606,2014
7771,9832,15549,29592,67,50,164.9835346,746.1031833,10337.01876,4477.964017,5066.047375,777.5646931,0,0,0,0,0,0,9053,2014
5264,1503,4594,6133,138,316,220.6375839,787.7516779,8983.75495,3602.71559,3514.167946,1855.136184,0,0,0,0,0,0,10278,2014
4933,5613,9082,16927,208,223,198.4334204,784.5953003,10427.30927,4516.875974,5201.977037,701.1635287,0,0,0,0,0,0,11679,2014
2920,4189,6523,13715,34,89,142.6332288,765.6739812,8482.811707,4063.541661,3541.683535,865.6125806,0,0,0,0,0,0,9514,2014
3479,3419,6571,12719,630,345,206.5589819,793.4410181,9158.722846,4118.289096,3563.343846,526.8081789,0,0,0,0,0,0,9662,2014
4308,2482,5075,9553,102,395,189.3770857,807.0077864,9064.698119,3617.351453,3319.661789,2122.202724,0,0,0,0,0,0,9199,2014
2121,2891,4698,8836,47,31,191.2955466,675.4385965,8129.766307,3470.359588,3961.539067,677.0949721,0,0,0,0,0,0,9122,2014
870,2578,3515,8042,12,6,125.4658385,854.0372671,10605.46073,4758.986302,4748.322251,1089.20418,0,0,0,0,0,0,9534,2014
1811,5827,8101,15952,160,34,142.0959147,789.1398122,10281.5983,4775.334456,4863.737043,639.8157172,0,0,0,0,0,0,7933,2014
2187,2530,4369,9188,83,42,162.1826449,805.2292535,9188.799528,3677.864331,4192.951282,1302.623268,0,0,0,0,0,0,8935,2014
959,2539,3973,7673,431,140,170.8090957,805.3939714,9392.242685,4335.177692,4594.048504,456.189611,0,0,0,0,0,0,7931,2014
6664,7042,12425,26575,67,41,171.2016473,815.4140315,9103.432697,2663.9308,3561.947611,1196.615306,0,0,0,0,0,0,9167,2014
3598,3654,6197,10929,261,64,219.7821504,798.1377372,12104.30688,6513.115651,4615.686461,968.0848534,0,0,0,0,0,0,13039,2014
1852,2754,4262,8792,38,51,168.5998343,701.7398509,7747.763541,3857.072882,3074.479878,802.2893088,0,0,0,0,0,0,8643,2014
1676,2164,3411,7562,14,30,156.2189055,779.1044776,7587.848826,3573.928316,3390.880115,612.892734,0,0,0,0,0,0,8522,2014
964,2024,2868,5525,91,64,189.3626777,778.5419532,11326.51405,4656.716418,5665.101183,1000.713074,0,0,0,0,0,0,10784,2014
2645,3724,5956,12825,49,81,161.1733685,735.6624918,7664.510869,3368.752664,3629.375683,656.4497897,0,0,0,0,0,0,7978,2014
1001,1319,2104,3871,106,179,146.4646465,806.6378066,12495.51474,4356.898761,7538.445109,559.8035028,0,0,0,0,0,0,12694,2014
1578,3393,5743,11479,450,201,167.1671672,733.4000667,9694.57982,4506.179931,4613.360511,571.0367831,0,0,0,0,0,0,8753,2014
1481,2781,4446,9554,24,47,135.4037267,783.8509317,7431.870787,3290.55068,2759.760906,1360.803765,0,0,0,0,0,0,8658,2014
3737,6977,12199,23712,212,73,144.0820131,766.0764213,9220.621935,3961.658823,4274.388291,962.1762807,0,0,0,0,0,0,7775,2014
1435,1780,3074,5773,163,580,163.1372549,789.0196078,10061.48835,4402.733912,5137.041058,464.2716147,0,0,0,0,0,0,9959,2014
789,2327,3223,7176,30,43,159.9281222,831.5363881,12306.96981,4771.172473,6518.434897,989.1851618,0,0,0,0,0,0,12350,2014
1024,1586,2510,3579,39,11,177.2885284,775.202781,10075.18158,4530.603576,4988.659049,549.2927834,0,0,0,0,0,0,11246,2014
1158,2191,3335,6491,42,583,154.1802389,739.4136808,9528.160475,4716.131789,4149.342326,634.5547562,0,0,0,0,0,0,8729,2014
2241,1587,2827,4257,28,23,214.8887183,795.0882579,10476.92931,6099.942308,3736.531356,616.298624,0,0,0,0,0,0,12476,2014
840,1585,2623,5082,15,130,177.9220779,701.948052,7946.328648,3199.976252,3771.362415,747.1835899,0,0,0,0,0,0,10036,2014
1079,1526,2504,5962,29,18,124.7619048,721.9047619,7917.862197,3810.250576,3409.3293,691.1230125,0,0,0,0,0,0,6524,2014
2418,2755,5521,9453,346,580,181.678214,739.0300231,10579.0285,3546.051567,5571.799619,982.1706354,0,0,0,0,0,0,10556,2014
3936,8508,13652,28960,265,375,120.430867,799.2230267,8723.105655,4155.839759,3883.139294,676.6234901,0,0,0,0,0,0,7965,2014
973,1718,2434,5810,26,24,152.6548673,758.1120944,8354.905571,3200.793028,4138.522343,1005.703104,0,0,0,0,0,0,7608,2014
4475,5006,9059,16901,75,50,175.859143,741.1964362,8487.767263,3437.486881,4105.778581,939.4125031,0,0,0,0,0,0,8887,2014
1535,1257,2319,5035,19,7,137.3913044,784.3478261,7344.824203,3537.596075,2280.490597,892.4938675,0,0,0,0,0,0,8062,2014
1278,1506,2409,5644,8,8,155.4160126,743.3281005,8297.965054,3484.841149,3777.394871,1027.697478,0,0,0,0,0,0,7885,2014
2069,3350,5265,6773,448,404,171.0746569,742.2162705,9020.205712,3324.936041,5331.018639,347.8045215,0,0,0,0,0,0,9653,2014
4103,5645,9785,19653,98,35,164.2165052,743.0671567,8041.253567,3079.881286,4251.686281,695.5041364,0,0,0,0,0,0,9325,2014
8538,8786,15985,25070,878,368,198.7360233,717.9387458,9053.221985,3415.7946,4921.151336,709.20281,0,0,0,0,0,0,12138,2014
897,1645,2295,4071,11,13,182.295082,775.0819672,9000.868386,4403.35776,4216.883255,369.6582824,0,0,0,0,0,0,9836,2014
1109,1490,2302,4267,60,423,218.5338866,769.9400646,12986.69891,4634.869452,6947.556989,1385.82113,0,0,0,0,0,0,16619,2014
3454,5644,8170,18114,83,215,127.8606965,768.159204,8213.875364,3528.247933,3116.057398,1463.534019,0,0,0,0,0,0,7461,2014
4898,4283,8514,13207,556,1270,203.4548944,690.403071,8878.226867,3342.513395,4465.989011,1059.236431,0,0,0,0,0,0,11642,2014
3581,6378,9994,20293,170,62,162.8369821,755.3826669,9749.072179,3692.210801,5007.849929,1026.158933,0,0,0,0,0,0,9143,2014
5340,13985,21161,45872,759,359,158.7062472,829.3309703,8928.124033,3509.663615,4712.077425,703.2452451,0,0,0,0,0,0,9082,2014
3118,4850,7448,14031,205,41,158.3646617,813.2048872,10012.92259,4095.742195,5044.770754,867.5569295,0,0,0,0,0,0,8317,2014
3184,2716,5656,11126,255,713,151.2380952,766.4761905,9179.981185,3152.737535,4611.928504,899.8682973,0,0,0,0,0,0,7836,2014
1545,2775,3868,6356,1063,179,197.1279373,829.4168843,11337.13831,4750.852501,6234.937634,347.4406867,0,0,0,0,0,0,11274,2014
1855,1275,2829,5701,59,6,124.1319444,809.0277778,7811.09183,205.3150143,2329.714458,628.8525249,0,0,0,0,0,0,7909,2014
964,1505,2534,4927,75,319,176.0797342,749.1694352,10166.89941,4525.952168,5203.486748,425.9947963,0,0,0,0,0,0,8949,2014
1922,5901,9064,18910,221,144,127.3597448,748.737038,9421.312335,3623.898026,4879.101821,910.879969,0,0,0,0,0,0,8195,2014
1057,1497,2009,3326,26,62,197.6744186,789.640592,9913.617147,3750.174221,5385.904325,514.9520698,0,0,0,0,0,0,11792,2014
4952,7901,12191,25753,1212,160,154.1723459,773.2848705,8733.427511,3680.073318,3986.889112,1041.59759,0,0,0,0,0,0,9423,2014
1963,3839,5872,12579,261,352,159.9057838,793.5095525,10791.74421,3266.07994,5518.124077,1985.640016,0,0,0,0,0,0,10902,2014
2779,885,2616,2641,55,84,231.1015119,638.7688985,8250.469521,2312.053227,3899.951956,641.6934791,0,0,0,0,0,0,11208,2014
1671,1620,2814,4841,196,284,172.7720066,815.1995626,11330.23326,4917.318816,5779.138785,616.2337908,0,0,0,0,0,0,11413,2014
541,970,1474,2856,83,286,241.7977528,829.2134832,13806.05776,8802.379275,4181.889332,645.8480081,0,0,0,0,0,0,26754,2014
1054,2186,3249,7211,29,16,143.6748712,776.1877504,8261.853659,3483.707317,3770.926829,995.3821138,0,0,0,0,0,0,8222,2014
2582,2138,4361,6384,75,1331,237.6015691,725.413281,12047.12084,3509.473817,7918.684949,591.6644852,0,0,0,0,0,0,16038,2014
1535,1446,2822,5927,58,152,130.5555556,738.8888889,7855.90959,2355.83111,3405.901742,728.6140323,0,0,0,0,0,0,7106,2014
993,1812,2923,6385,88,63,112.1416526,731.0286678,7870.312085,3670.243828,3362.784877,832.4295628,0,0,0,0,0,0,7477,2014
10978,14829,24702,43163,2868,2951,172.8787879,757.5757576,9964.401974,4059.789309,5280.71882,614.0836908,0,0,0,0,0,0,9747,2014
9864,10354,18689,31656,409,227,176.9625547,763.3529747,9291.708014,3465.773882,4348.838609,1331.658067,0,0,0,0,0,0,9062,2014
1372,1703,2540,4502,12,22,209.0984975,703.672788,10878.6638,3859.893785,5202.902664,1792.029837,0,0,0,0,0,0,14993,2014
1351,2362,3522,7045,194,144,183.3582461,813.1539611,10464.87361,3669.888777,6339.130435,450.273003,0,0,0,0,0,0,10135,2014
1073,1760,2548,4005,29,5,246.9431154,822.169059,13169.05782,4770.659734,5094.414389,3292.854634,0,0,0,0,0,0,18678,2014
2711,767,2441,2261,17,7,159.4761171,695.6856703,8294.771969,352.2432332,2538.746756,727.8457545,0,0,0,0,0,0,7803,2014
4206,652,3371,3888,135,336,161.3672496,852.1462639,12253.95807,3702.112309,6780.231673,1758.948254,0,0,0,0,0,0,7969,2014
669,1762,2349,3622,470,155,217.6954733,832.0987654,14893.03542,6415.37913,6614.689803,1858.509627,0,0,0,0,0,0,17788,2014
2135,5105,7344,16083,274,244,158.0873384,763.1129544,9961.333828,4261.656437,5087.987377,571.5117562,0,0,0,0,0,0,10391,2014
4894,20319,25823,54832,275,1912,177,815,14775,5182,8810,741,0,0,0,0,0,0,12328,2015
958,3455,3776,595,7114,89,184,808,14455,8180,6092,155,0,0,0,0,0,0,9097,2015
2541,6767,9313,19463,402,1087,176,840,12195,4713,6891,589,0,0,0,0,0,0,12026,2015
809,2077,3024,6004,59,201,147,848,12266,5836,5738,580,0,0,0,0,0,0,9055,2015
6902,9830,16556,37371,141,118,172,814,9198,3202,3964,2025,0,0,0,0,0,0,10105,2015
1127,1729,3163,6044,48,393,166,773,9036,2557,4203,931,0,0,0,0,0,0,7920,2015
10280,24131,36700,77148,1604,959,163,832,10764,4169,5980,594,0,0,0,0,0,0,10578,2015
883,1913,2743,5606,61,208,165,828,12379,4977,5701,1587,0,0,0,0,0,0,10299,2015
1553,2386,3797,6261,587,563,184,771,11300,4501,6601,191,0,0,0,0,0,0,13865,2015
20116,42053,62716,122039,2468,2547,182,818,9759,4437,4420,880,0,0,0,0,0,0,11229,2015
6543,6001,11541,22794,140,111,150,819,9115,3407,3885,1821,0,0,0,0,0,0,8804,2015
1510,3072,4207,8173,30,1467,160,808,12124,6537,4740,793,0,0,0,0,0,0,10548,2015
2533,5554,7681,16981,188,172,195,807,12110,5488,5786,790,0,0,0,0,0,0,12217,2015
3252,3452,6442,12876,115,305,198,843,11751,3380,7283,1065,0,0,0,0,0,0,12172,2015
601,1425,1828,4334,3,0,159,833,9394,3518,3337,2509,0,0,0,0,0,0,8408,2015
1169,1840,2886,6408,21,27,171,832,9795,5454,3639,692,0,0,0,0,0,0,10371,2015
1323,3295,5059,9853,25,14,137,803,11122,4314,4812,1990,0,0,0,0,0,0,9042,2015
1903,3200,5095,9776,38,25,165,818,10757,4983,3915,1845,0,0,0,0,0,0,10650,2015
1701,2057,3409,4951,385,1323,201,748,11427,4805,6082,526,0,0,0,0,0,0,17266,2015
2023,3322,6060,11577,34,23,140,786,9425,3156,4136,2121,0,0,0,0,0,0,7935,2015
3106,6932,9754,18562,551,1385,166,834,11915,5292,6105,511,0,0,0,0,0,0,11275,2015
5304,8917,13783,29166,106,63,171,757,9296,3448,4256,1492,0,0,0,0,0,0,9466,2015
5870,6566,11896,24649,111,32,178,783,9266,4253,3915,1092,0,0,0,0,0,0,9567,2015
7933,7957,14314,30054,58,37,159,780,8037,3328,2525,1940,0,0,0,0,0,0,10226,2015
2106,2002,3554,6552,78,285,208,761,12140,3827,4556,2067,0,0,0,0,0,0,14392,2015
2748,5490,8594,15985,440,808,159,728,9535,3847,5138,543,0,0,0,0,0,0,10643,2015
1341,1824,3059,6083,40,93,199,804,11361,4321,6403,585,0,0,0,0,0,0,10588,2015
1995,2620,4283,8154,120,19,190,747,11308,3403,4491,2258,0,0,0,0,0,0,12091,2015
1690,2266,3751,8275,26,3,185,787,9006,5002,3132,858,0,0,0,0,0,0,8650,2015
3855,3538,5946,13276,35,20,163,809,8667,3402,3151,1277,0,0,0,0,0,0,9219,2015
4050,2596,5324,7803,411,644,226,758,9920,4312,3497,1496,0,0,0,0,0,0,14762,2015
1579,2332,4379,6725,89,26,143,761,10860,5220,4897,725,0,0,0,0,0,0,10167,2015
1071,1374,2126,4182,119,13,186,724,10037,4132,4472,1370,0,0,0,0,0,0,9652,2015
1371,1778,3119,6773,10,6,130,826,8048,282,2621,585,0,0,0,0,0,0,9197,2015
2849,3114,5135,10984,134,79,210,792,9883,4942,4267,665,0,0,0,0,0,0,11092,2015
998,1572,2552,4668,83,22,184,796,11206,4567,5957,676,0,0,0,0,0,0,10210,2015
842,1297,1984,3279,32,13,192,746,10353,4931,4794,577,0,0,0,0,0,0,10022,2015
6420,10374,16970,33424,301,250,174,750,9737,3084,5571,1075,0,0,0,0,0,0,9606,2015
711,1542,2349,5123,4,1,151,814,8717,3984,3609,1063,0,0,0,0,0,0,10079,2015
1535,3326,4645,9890,36,27,159,819,10390,4302,5146,934,0,0,0,0,0,0,10881,2015
2132,4228,6352,13768,103,216,156,817,11819,4046,6727,1011,0,0,0,0,0,0,9800,2015
2758,7167,10324,22535,129,139,150,843,10049,3125,6140,769,0,0,0,0,0,0,8700,2015
139,474,667,1368,3,0,147,681,8361,2935,4566,853,0,0,0,0,0,0,8527,2015
2149,3804,6231,12175,131,86,177,796,12317,4996,6053,1252,0,0,0,0,0,0,10545,2015
944,2831,3856,9183,19,8,145,836,9844,3587,4935,1320,0,0,0,0,0,0,9086,2015
752,1795,2201,5049,45,83,140,768,10569,5051,5264,231,0,0,0,0,0,0,10939,2015
3783,8190,12250,24941,470,457,181,846,12763,4897,7447,412,0,0,0,0,0,0,12280,2015
2205,3913,5993,13433,23,28,157,820,9227,3653,3803,1746,0,0,0,0,0,0,10344,2015
2516,6631,10066,21684,811,359,146,801,10156,4015,5773,363,0,0,0,0,0,0,11018,2015
6334,13076,20379,39258,2000,1348,177,742,10270,3940,5281,1035,0,0,0,0,0,0,11232,2015
2110,1632,3144,6459,9,102,157,837,9166,3724,3057,2380,0,0,0,0,0,0,8933,2015
7037,8932,14994,28281,240,157,166,763,9528,3875,4581,1067,0,0,0,0,0,0,9188,2015
2802,5118,7859,16442,221,201,144,804,10721,3844,6025,845,0,0,0,0,0,0,10154,2015
2341,3539,5777,9923,148,324,154,716,9588,4098,4715,770,0,0,0,0,0,0,10361,2015
3083,5497,8616,18378,90,164,171,785,8336,3440,3348,1166,0,0,0,0,0,0,9208,2015
1936,4884,7342,15428,69,117,104,745,8069,3456,3149,1452,0,0,0,0,0,0,9282,2015
1272,3454,4902,10405,134,291,129,812,10875,3582,6560,724,0,0,0,0,0,0,9390,2015
3570,2321,4905,9961,554,459,191,805,9298,3614,4170,1141,0,0,0,0,0,0,10922,2015
6155,10989,16394,35178,140,48,168,712,8354,2745,4291,821,0,0,0,0,0,0,8846,2015
942,1712,2617,5506,59,67,175,864,11367,4547,4500,2315,0,0,0,0,0,0,12937,2015
1398,4623,6631,11161,1321,329,180,763,12205,4064,7079,1058,0,0,0,0,0,0,12133,2015
1999,2173,3966,7163,190,429,185,820,9200,4147,4135,866,0,0,0,0,0,0,10657,2015
2096,3547,7119,14360,115,177,190,777,9943,3505,5413,1015,0,0,0,0,0,0,10066,2015
1630,2060,3435,7619,13,3,143,780,8359,3188,3697,980,0,0,0,0,0,0,7664,2015
14716,18975,33199,66065,203,239,169,789,8784,3620,4072,1071,0,0,0,0,0,0,9699,2015
3422,4325,6954,15184,61,24,172,751,10565,4165,4127,1321,0,0,0,0,0,0,9775,2015
5495,9201,13633,24839,697,1736,185,749,10536,3282,6939,302,0,0,0,0,0,0,12167,2015
3162,9381,13794,28576,304,165,140,827,11718,3538,7980,196,0,0,0,0,0,0,9404,2015
3610,5508,8886,20117,41,18,179,747,8077,3522,3141,1173,0,0,0,0,0,0,10358,2015
650,1311,1930,3693,93,315,127,792,9994,4128,4748,325,0,0,0,0,0,0,10955,2015
2152,2893,4846,10868,12,12,188,799,10020,5020,3297,1683,0,0,0,0,0,0,10493,2015
11026,9748,18373,36650,246,193,179,763,8710,3151,4173,1183,0,0,0,0,0,0,11002,2015
10396,20531,30522,69067,335,252,156,760,8885,3214,3029,1385,0,0,0,0,0,0,9439,2015
894,984,1678,2716,92,323,192,776,11229,4197,5524,1468,0,0,0,0,0,0,11298,2015
4440,4541,8435,18168,122,101,171,753,8490,3328,3693,1399,0,0,0,0,0,0,9157,2015
2679,4593,7894,17683,58,41,138,736,7678,3242,3607,825,0,0,0,0,0,0,8485,2015
983,4408,5439,12012,45,415,155,824,14879,5573,8711,580,0,0,0,0,0,0,12298,2015
4952,4281,7979,17610,35,14,196,763,9259,4122,3285,1811,0,0,0,0,0,0,9216,2015
1981,2662,4783,9246,75,553,155,743,10011,4069,5176,758,0,0,0,0,0,0,9810,2015
3539,4299,8000,16282,48,130,143,802,8248,3617,3761,860,0,0,0,0,0,0,8712,2015
2073,3421,5247,8990,173,352,203,773,10835,3805,6505,521,0,0,0,0,0,0,12208,2015
1455,2865,4318,10025,39,106,144,823,9846,4105,4781,954,0,0,0,0,0,0,8655,2015
830,2235,3908,7297,287,12,142,767,8995,3058,4796,1133,0,0,0,0,0,0,8209,2015
2469,4198,6678,11243,1207,568,218,818,13184,6494,5014,1658,0,0,0,0,0,0,15436,2015
8854,14840,23354,47613,253,100,187,799,9377,3915,4361,1098,0,0,0,0,0,0,10157,2015
1713,3414,5774,10717,100,28,154,777,9489,3253,4731,1503,0,0,0,0,0,0,11753,2015
1843,2236,3765,7997,83,165,201,831,13974,5522,5629,2818,0,0,0,0,0,0,13977,2015
